"Sequence","Country Code","Geographic Area","Reference Date","Population Subgroup","Subpop Code","Sex","Age","Source ID","Comments","Data Type","Country","Site Name","Author","Year","Title","Publication Information","Virus Type","NO_CASES","NO_DEATHS","PREV_RATE","INC_RATE","Specimen Type","Test Type","SAMPSIZE"
"9","AUS","Sydney","1987","Homosexuals/bisexuals","H","M","ALL","K0805","Site: Albion Street Centre.  Jan. - Dec. 87.","I","Australia","Albion Street Centre","Kaldor, J., P. Williamson, J. J. Guinan, et al.",1993,"Falling Incidence of HIV Infection in a Cohort of Clinic Attenders","Australian Journal of Public Health, vol. 17, no. 4, pp. 334-338.","HIV","32","-1","-1.00","4.20","BW","ELISA*2, WB","552"
"5","AUS","Melbourne","2007-2013","MSM & bisexuals","H","M","35Y+","C1449","2153 person yrs. of observation.  Located in Victoria state.  MSM=Men having sex w/ men.  1 Jan. 07 - 31 Dec. 13.","I","Australia","Melbourne Sexual Health Centre","Cheung, K. T., C. K. Fairley, T. R. H. Read, et al.",2016,"HIV Incidence and Predictors of Incident HIV among Men Who Have Sex with Men Attending a Sexual Health Clinic in ...","PLoS One, vol. 11, no. 5, e0156160, <http://www.plosone.org>, accessed on May 31, 2016.","HIV","-1","-1","-1.00","1.07","B","ELISA, WB","N/A"
"5","AUS","Sydney","2002-2006","Homosexuals","H","M","18Y24Y","J0246","324.1 person yrs. of observation.  Jan. 02 - Dec. 06.","I","Australia","Sydney","Jin, F., G. P. Prestage, A. McDonald, et al.",2008,"Trend in HIV Incidence in a Cohort of Homosexual Men in Sydney: Data from the Health in Men Study","Sexual Health, vol. 5, issue 2, pp. 109-112.","HIV","-1","-1","-1.00","0.31","B","WB","N/A"
"3","AUS","Sydney","2002","Homosexuals","H","M","ALL","J0246","Jan. - Dec. 02.","I","Australia","Sydney","Jin, F., G. P. Prestage, A. McDonald, et al.",2008,"Trend in HIV Incidence in a Cohort of Homosexual Men in Sydney: Data from the Health in Men Study","Sexual Health, vol. 5, issue 2, pp. 109-112.","HIV","-1","-1","-1.00","1.67","B","WB","N/A"
"8","AUS","Sydney","2002-2006","Homosexuals","H","M","45Y54Y","J0246","1051.5 person yrs. of observation.  Jan. 02 - Dec. 06.","I","Australia","Sydney","Jin, F., G. P. Prestage, A. McDonald, et al.",2008,"Trend in HIV Incidence in a Cohort of Homosexual Men in Sydney: Data from the Health in Men Study","Sexual Health, vol. 5, issue 2, pp. 109-112.","HIV","-1","-1","-1.00","0.76","B","WB","N/A"
"2","AUS","Sydney","1986","Testing center attendees","O","B","ALL","K0805","Site: Albion Street Centre.  Jan. - Dec. 86.","I","Australia","Albion Street Centre","Kaldor, J., P. Williamson, J. J. Guinan, et al.",1993,"Falling Incidence of HIV Infection in a Cohort of Clinic Attenders","Australian Journal of Public Health, vol. 17, no. 4, pp. 334-338.","HIV","0","-1","-1.00","3.30","BW","ELISA*2, WB","N/A"
"1","AUS","Sydney","2001-2007","Homosexuals","H","M","ALL","J0247","5160 person yrs. of observation.  Age range 18-75 yrs.  Tested annually.  June 01 - June 07.","I","Australia","Sydney","Jin, F., J. Jansson, M. Law, et al.",2010,"Per-Contact Probability of HIV Transmission in Homosexual Men in Sydney in the Era of HAART","AIDS, vol. 24, no. 6, pp. 907-913.","HIV","53","-1","-1.00","1.03","B","WB","1,381"
"6","AUS","Melbourne","2007-2013","Bisexuals","H","M","ALL","C1449","720 person yrs. of observation.  Located in Victoria state.  Men having sex w/ men (MSM).  1 Jan. 07 - 31 Dec. 13.","I","Australia","Melbourne Sexual Health Centre","Cheung, K. T., C. K. Fairley, T. R. H. Read, et al.",2016,"HIV Incidence and Predictors of Incident HIV among Men Who Have Sex with Men Attending a Sexual Health Clinic in ...","PLoS One, vol. 11, no. 5, e0156160, <http://www.plosone.org>, accessed on May 31, 2016.","HIV","-1","-1","-1.00","1.25","B","ELISA, WB","N/A"
"9","AUS","Sydney","2002-2006","Homosexuals","H","M","55Y75Y","J0246","387.9 person yrs. of observation.  Jan. 02 - Dec. 06.","I","Australia","Sydney","Jin, F., G. P. Prestage, A. McDonald, et al.",2008,"Trend in HIV Incidence in a Cohort of Homosexual Men in Sydney: Data from the Health in Men Study","Sexual Health, vol. 5, issue 2, pp. 109-112.","HIV","-1","-1","-1.00","0.52","B","WB","N/A"
"6","AUS","Sydney","2002-2006","Homosexuals","H","M","25Y34Y","J0246","1896.3 person yrs. of observation.  Jan. 02 - Dec. 06.","I","Australia","Sydney","Jin, F., G. P. Prestage, A. McDonald, et al.",2008,"Trend in HIV Incidence in a Cohort of Homosexual Men in Sydney: Data from the Health in Men Study","Sexual Health, vol. 5, issue 2, pp. 109-112.","HIV","-1","-1","-1.00","0.95","B","WB","N/A"
"11","AUS","Melbourne","2007-2013","MSM & bisexuals","H","M","ALL","C1449","2021 person yrs. of observation.  Located in Victoria state.  MSM=Men having sex w/ men.  W/o syphilis.  1 Jan. 07 - 31 Dec. 13.","I","Australia","Melbourne Sexual Health Centre","Cheung, K. T., C. K. Fairley, T. R. H. Read, et al.",2016,"HIV Incidence and Predictors of Incident HIV among Men Who Have Sex with Men Attending a Sexual Health Clinic in ...","PLoS One, vol. 11, no. 5, e0156160, <http://www.plosone.org>, accessed on May 31, 2016.","HIV","-1","-1","-1.00","1.24","B","ELISA, WB","N/A"
"19","AUS","Sydney","1987-1988","Homosexuals/bisexuals","H","M","20Y29Y","K0805","Site: Albion Street Centre.  Jan. 87 - Dec. 88.","I","Australia","Albion Street Centre","Kaldor, J., P. Williamson, J. J. Guinan, et al.",1993,"Falling Incidence of HIV Infection in a Cohort of Clinic Attenders","Australian Journal of Public Health, vol. 17, no. 4, pp. 334-338.","HIV","0","-1","-1.00","5.40","BW","ELISA*2, WB","N/A"
"1","AUS","Sydney","1985","Testing center attendees","O","B","ALL","K0805","Site: Albion Street Centre.  Mar. - Dec. 85.","I","Australia","Albion Street Centre","Kaldor, J., P. Williamson, J. J. Guinan, et al.",1993,"Falling Incidence of HIV Infection in a Cohort of Clinic Attenders","Australian Journal of Public Health, vol. 17, no. 4, pp. 334-338.","HIV","0","-1","-1.00","3.20","BW","ELISA, IFA","N/A"
"5","AUS","Victoria state","2006-2009","MSM","H","M","40Y+","G0779","1589 person yrs. of observation.  Attending three primary care clinics.  MSM=Men having sex w/ men.  1 Apr. 06 - 30 June 09.","I","Australia","Three sites","Guy, R. J., T. Spelman, M. Stoove, et al.",2011,"Risk Factors for HIV Seroconversion in Men Who Have Sex with Men in Victoria, Australia: Results from a Sentinel ...","Sexual Health, vol. 8, no. 3, pp. 319-329, <http://www.publish.csiro.au/journals/sh>, accessed on June 24, 2015.","HIV","18","-1","-1.00","1.13","B","ELISA, WB","918"
"4","AUS","Sydney","2006","Homosexuals","H","M","ALL","J0246","Jan. - Dec. 06.","I","Australia","Sydney","Jin, F., G. P. Prestage, A. McDonald, et al.",2008,"Trend in HIV Incidence in a Cohort of Homosexual Men in Sydney: Data from the Health in Men Study","Sexual Health, vol. 5, issue 2, pp. 109-112.","HIV","-1","-1","-1.00","0.39","B","WB","N/A"
"7","AUS","Melbourne","2007-2013","MSM","H","M","ALL","C1449","5603 person yrs. of observation.  Located in Victoria state.  MSM=Men having sex w/ men.  1 Jan. 07 - 31 Dec. 13.","I","Australia","Melbourne Sexual Health Centre","Cheung, K. T., C. K. Fairley, T. R. H. Read, et al.",2016,"HIV Incidence and Predictors of Incident HIV among Men Who Have Sex with Men Attending a Sexual Health Clinic in ...","PLoS One, vol. 11, no. 5, e0156160, <http://www.plosone.org>, accessed on May 31, 2016.","HIV","-1","-1","-1.00","1.29","B","ELISA, WB","N/A"
"6","BEN","Not specified","2016-2018","Bisexuals","H","M","ALL","H0851","286 person yrs. of observation.  MSM=Men having sex w/ men.  June 16 - Nov. 18.","I","Benin","Not specified","Hessou, S. P. H., Y. Glele, R. Adekpedjou, et al.",2020,"HIV Incidence and Risk Contributing Factors among Men Who Have Sex with Men in Benin: A Prospective Cohort Study","PLoS One, vol. 15, no. 6, e0233624, <https://doi.org/10.1371/journal.pone.0233624>, accessed on March 23, 2021.","HIV","22","-1","-1.00","7.69","B","UNK","133"
"4","BEN","Not specified","2016-2018","MSM & bisexuals","H","M","25Y43Y","H0851","448 person yrs. of observation.  MSM=Men having sex w/ men.  June 16 - Nov. 18.","I","Benin","Not specified","Hessou, S. P. H., Y. Glele, R. Adekpedjou, et al.",2020,"HIV Incidence and Risk Contributing Factors among Men Who Have Sex with Men in Benin: A Prospective Cohort Study","PLoS One, vol. 15, no. 6, e0233624, <https://doi.org/10.1371/journal.pone.0233624>, accessed on March 23, 2021.","HIV","17","-1","-1.00","3.79","B","UNK","190"
"2","BEN","Not specified","2016-2018","MSM & bisexuals","H","M","ALL","H0851","813.50 person yrs. of observation.  MSM=Men having sex w/ men.  Age range 19-43 yrs.  Breakdown by group & age is provided.  June 16 - Nov. 18.","I","Benin","Not specified","Hessou, S. P. H., Y. Glele, R. Adekpedjou, et al.",2020,"HIV Incidence and Risk Contributing Factors among Men Who Have Sex with Men in Benin: A Prospective Cohort Study","PLoS One, vol. 15, no. 6, e0233624, <https://doi.org/10.1371/journal.pone.0233624>, accessed on March 23, 2021.","HIV","48","-1","-1.00","5.90","B","UNK","358"
"3","BEN","Not specified","2016-2018","MSM & bisexuals","H","M","19Y24Y","H0851","365.50 person yrs. of observation.  MSM=Men having sex w/ men.  June 16 - Nov. 18.","I","Benin","Not specified","Hessou, S. P. H., Y. Glele, R. Adekpedjou, et al.",2020,"HIV Incidence and Risk Contributing Factors among Men Who Have Sex with Men in Benin: A Prospective Cohort Study","PLoS One, vol. 15, no. 6, e0233624, <https://doi.org/10.1371/journal.pone.0233624>, accessed on March 23, 2021.","HIV","31","-1","-1.00","8.48","B","UNK","168"
"5","BEN","Not specified","2016-2018","MSM","H","M","ALL","H0851","527.50 person yrs. of observation.  MSM=Men having sex w/ men.  June 16 - Nov. 18.","I","Benin","Not specified","Hessou, S. P. H., Y. Glele, R. Adekpedjou, et al.",2020,"HIV Incidence and Risk Contributing Factors among Men Who Have Sex with Men in Benin: A Prospective Cohort Study","PLoS One, vol. 15, no. 6, e0233624, <https://doi.org/10.1371/journal.pone.0233624>, accessed on March 23, 2021.","HIV","26","-1","-1.00","4.93","B","UNK","225"
"9","BEN","Cotonou","1996-2000","Sex workers","P","F","ALL","V0131","121.1 person yrs. of observation.  Given placebo in nonoxynol-9 study.  Age 18+.  Sept. 96 - June 00.","I","Benin","Cotonou","Van Damme, L., G. Ramjee, M. Alary, et al.",2002,"Effectivemess of COL-1492, a Nonoxynol-9 Vaginal Gel, on HIV-1 Transmission in Female Sex Workers: A Randomised Controlled Trial","Lancet, vol. 360, no. 9338, pp. 971-977.","HIV1","10","-1","-1.00","8.26","B","UNK","103"
"2","BEN","Cotonou","2008-2012","Sex workers","P","F","ALL","D0836","425.10 person yrs. of observation.  Sept. 08 - Mar. 12.  Rapid tests: Determine & Genie II or SD Bioline.","I","Benin","Dispensaire IST","Diabate, S., A. Chamberland, N. Geraldo, et al.",2018,"Gonorrhea, Chlamydia and HIV Incidence among Female Sex Workers in Cotonou, Benin: A Longitudinal Study","PLoS One, vol. 13, no. 5, e0197251, <http://www.plosone.org>, accessed on May 14, 2018.","HIV","6","-1","-1.00","1.41","BW","RAPID*2","188"
"2","BEN","Cotonou","2014-2016","Sex workers - professional","P","F","ALL","M2069","250.1 person yrs. of observation.  Age 18+.  4 Oct. 14 - 31 Dec. 16.  Rapid tests: SD Bioline & Immunoflow.","I","Benin","Dispensaire IST","Mboup, A., L. Behanzin, F. A. Guedou, et al.",2018,"Early Antiretroviral Therapy and Daily Pre-Exposure Prophylaxis for HIV Prevention among Female Sex Workers in Cotonou, Benin: A Prospective Observational Demonstration Study","Journal of the International AIDS Society, vol. 21, issue 11, e25208, <https://doi.org/10.1002/jia2.25208>, accessed on December 4, 2018.","HIV","2","-1","-1.00","0.80","BS","RAPID*2","256"
"3","BEN","Cotonou","1996-2000","Sex workers","P","F","ALL","V0131","107.2 person yrs. of observation.  Using nonoxynol-9.  Age 18+.  Sept. 96 - June 00.","I","Benin","Cotonou","Van Damme, L., G. Ramjee, M. Alary, et al.",2002,"Effectivemess of COL-1492, a Nonoxynol-9 Vaginal Gel, on HIV-1 Transmission in Female Sex Workers: A Randomised Controlled Trial","Lancet, vol. 360, no. 9338, pp. 971-977.","HIV1","12","-1","-1.00","11.19","B","UNK","100"
"1","BFA","Bobo-Dioulasso","1998-2002","Sex workers","P","F","ALL","N0381","Non-professionals: bar waitresses, mobile fruit sellers, beer makers/sellers, & students; & professionals: seaters & roamers.  Seroconverters include 17 non-professionals & 2 professionals.  Followed-up  for 2 yrs.  Oct. 98 - Oct. 02.","I","Burkina Faso","Bobo-Dioulasso","Nagot, N., A. Ouedraogo, A. Ouangre, et al.",2005,"Is Sexually Transmitted Infection Management among Sex Workers Still Able to Mitigate the Spread of HIV Infection in West ...","Journal of Acquired Immune Deficiency Syndromes, vol. 39, no. 4, pp. 454-458.","HIV1","0","-1","-1.00","3.20","BW","ELISA*2","377"
"4","BFA","Bobo-Dioulasso","2003-2005","Sex workers","P","F","ALL","K0935","Part time sex workers.  Dec. 03 - Jan. 05.","I","Burkina Faso","Bobo-Dioulasso","Konate, I., I. Traore, A. Ouedraogo, et al.",2011,"Linking HIV Prevention and Care for Community Interventions among High-Risk Women in Burkina Faso - The ARNS 1222 ...","Journal of Acquired Immune Deficiency Syndromes, vol. 57, suppl. 1, pp. S50-S54.","HIV","-1","-1","-1.00","0.74","BW","UNK","535"
"3","BFA","Bobo-Dioulasso","2003-2005","Sex workers","P","F","ALL","K0935","Dec. 03 - Jan. 05.","I","Burkina Faso","Bobo-Dioulasso","Konate, I., I. Traore, A. Ouedraogo, et al.",2011,"Linking HIV Prevention and Care for Community Interventions among High-Risk Women in Burkina Faso - The ARNS 1222 ...","Journal of Acquired Immune Deficiency Syndromes, vol. 57, suppl. 1, pp. S50-S54.","HIV","-1","-1","-1.00","2.05","BW","UNK","115"
"1","BFA","Bobo-Dioulasso","2003-2005","Sex workers","P","F","ALL","K0935","Dec. 03 - Jan. 05.","I","Burkina Faso","Bobo-Dioulasso","Konate, I., I. Traore, A. Ouedraogo, et al.",2011,"Linking HIV Prevention and Care for Community Interventions among High-Risk Women in Burkina Faso - The ARNS 1222 ...","Journal of Acquired Immune Deficiency Syndromes, vol. 57, suppl. 1, pp. S50-S54.","HIV","7","-1","-1.00","0.90","BW","UNK","489"
"24","BGD","Dhaka","2003-2007","IVDU","I","M","ALL","A0582","Areas A & B.","I","Bangladesh","Dhaka","Azim, T., S. I. Khan, F. Haseen, et al.",2008,"HIV and AIDS in Bangladesh","Journal of Health, Population and Nutrition, vol. 26, no. 3, pp. 311-324.","HIV","0","-1","-1.00","1.29","B","UNK","N/A"
"24","BRA","Santos","1999","Testing center attendees","O","M","ALL","A0308","Located in Sao Paulo State.  Centro de Testagem e Aconselitamento.  Using STARHS serologic testing algorithm.","I","Brazil","Santos","Alves, K., K. P. Shafer, M. Caseiro, et al.",2003,"Risk Factors for Incident HIV Infection among Anonymous HIV Testing Site Clients in Santos, Brazil: 1996-1999","Journal of Acquired Immune Deficiency Syndromes, vol. 32, no. 5, pp. 551-559.","HIV","0","-1","-1.00","2.60","BW","ELISA*2, WB","N/A"
"2","BRA","Sao Paulo","2001-2002","Pregnant women","G","F","ALL","O0190","Seeking antenatal care in public clinics.  Age 15+.  Jan. - Apr. 02. STARHS detuned assay.","I","Brazil","Sao Paulo","Oliveira, C. A. F., M. Ueda, R. Yamashiro, et al.",2005,"Rate and Incidence Estimates of Recent Human Immunodeficiency Virus Type 1 Infections among Pregnant Women in Sao Paulo ...","Journal of Clinical Microbiology, vol. 43, no. 3, pp. 1439-1442.","HIV1","2","-1","-1.00","0.32","BW","ELISA, WB","1,359"
"29","BRA","Belo Horizonte","2009","Drug users","I","B","ALL","G0788","298 males & 45 females.  Age 18+.  Included IVDU.  BED-CEIA.","I","Brazil","Belo Horizonte","Guimaraes, M. L., B. C. L. Marques, N. Bertoni, et al.",2015,"Assessing the HIV-1 Epidemic in Brazilian Drug Users: A Molecular Epidemiology Approach","PLoS One, vol. 10, no. 11, e0141372, <http://www.plosone.org>, accessed on November 12, 2015.","HIV1","4","-1","-1.00","2.84","BW","ELISA","348"
"25","BRA","Sao Paulo","1999","Blood donors","B","B","ALL","B0820","Site: Fundacao Pro-Sangue/Hemocentro de Sao Paulo.  First-time donors.  Included community & replacement donors.  Age 18+.  July - Dec. 99.  STARHS detuned assay.","I","Brazil","Fundacao Pro-Sanguel/Hemocentro de Sao Paulo","Barreto, C. C., E. C. Sabino, T. T. Goncalez, et al.",2005,"Prevalence, Incidence, and Residual Risk of Human Immunodeficiency Virus among Community and Replacement First-Time Blood ...","Transfusion, vol. 45, issue 11, pp. 1709-1714.","HIV","0","-1","-1.00","0.02","BW","ELISA*2/ELISA*2, WB","N/A"
"4","BRA","Rio de Janeiro","1997","Homosexuals/bisexuals","H","M","25Y29Y","H0159","Hospital Escola Sao Francisco de Assis.  Enrollment by 31 May 97.","I","Brazil","Hospital Escola Sao Francisco de Assis","Harrison, L. H., R. F. do Lago, R. K. Friedman, et al.",1999,"Incident HIV Infection in a High-Risk, Homosexual, Male Cohort in Rio de Janeiro, Brazil","Journal of Acquired Immune Deficiency Syndromes, vol. 21, no. 5, pp. 408-412.","HIV","-1","-1","-1.00","3.50","BW","ELISA, WB","N/A"
"30","BRA","Itajai","2005","Testing center attendees","O","M","ALL","G0832","Only the incidence rate was given.  Located in Santa Catarina state, southern Brazil.  Attending counseling & testing center.  Included children.  Jan. - Dec. 05.  BED-CEIA.","I","Brazil","One site","Grinberg, G., L. B. Giron, R. K. Knoll, et al.",2015,"High Prevalence and Incidence of HIV-1 in a Counseling and Testing Center in the City of Itajai, Brazil","Brazilian Journal of Infectious Diseases, vol. 19, no. 6, pp. 631-635, <http://www.elsevier.com/locate/bjid>, accessed on January 6, 2017.","HIV1","-1","-1","-1.00","2.05","BW","ELISA","N/A"
"9","BRA","Rio de Janeiro","2000-2001","IVDU","I","B","ALL","H0262",,"I","Brazil","Rio de Janeiro","Hacker, M. A., M. Malta, M. Enriquez, et al.",2005,"Human Immunodeficiency Virus, AIDS, and Drug Consumption in South America and the Caribbean: Epidemiological Evidence and ...","Pan American Journal of Public Health, vol. 18, no. 4/5, pp. 303-312.","HIV","0","-1","-1.00","0.76","B","UNK","N/A"
"5","BRA","Goias state","2011","Pregnant women","G","F","ALL","C1285","Located in central-western Brazil.  Attending public sector antenatal clinics.  Jan. - Sept. 11.  BED-CEIA.","I","Brazil","Goias state","Costa, Z. B., M. M. A. Stefani, Y. A. R. Lima, et al.",2013,"Estimated Incidence and Genotypes of HIV-1 among Pregnant Women in Central Brazil","PLoS One, vol. 8, issue 11, e79189, pp. 1-11, <http://www.plosone.org>, accessed on December 17, 2013.","HIV1","24","-1","-1.00","0.07","BS","ELISA, WB","112"
"20","BRA","Santos","1996-1999","Testing center attendees","O","M","ALL","A0308","Located in Sao Paulo State.  Centro de Testagem e Aconselitamento.  Breakdown by year is provided.  Using STARHS serologic testing algorithm.","I","Brazil","Santos","Alves, K., K. P. Shafer, M. Caseiro, et al.",2003,"Risk Factors for Incident HIV Infection among Anonymous HIV Testing Site Clients in Santos, Brazil: 1996-1999","Journal of Acquired Immune Deficiency Syndromes, vol. 32, no. 5, pp. 551-559.","HIV","0","-1","-1.00","2.70","BW","ELISA*2, WB","N/A"
